OBJECTID,YEAR_,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,ALARM_DATE,CONT_DATE
16002,1999,CA,TCU,00000776,LIGHTNING #31,CDF,8,1,00005913,1,20090305,0,114.19927216,1999/09/09 00:00:00+00,1970/01/01 00:00:00+00
16003,1980,CA,STF,00000014,HASLOE,USF,6,7,,1,20090305,25,15.67935848,1980/07/08 00:00:00+00,1980/07/08 00:00:00+00
16004,1980,CA,STF,00000133,CAN,USF,8,7,,1,20090305,40,12.87218761,1980/10/29 00:00:00+00,1980/10/30 00:00:00+00
16005,1973,CA,STF,00000007,CORRAL,USF,8,1,,1,20090305,20,13.15738297,1973/05/13 00:00:00+00,1973/05/14 00:00:00+00
16006,1973,CA,STF,00000023,SLEEPER,USF,6,4,,1,20090305,235,251.97416687,1973/05/20 00:00:00+00,1973/05/22 00:00:00+00
16007,1973,CA,STF,00000138,GRANITE,USF,6,2,,1,20090305,17470,16290.28125,1973/08/17 00:00:00+00,1973/08/21 00:00:00+00
16008,1984,CA,STF,00000038,PIUTE,USF,6,1,,1,20090305,100,98.62621307,1984/07/16 00:00:00+00,1984/10/11 00:00:00+00
16009,1984,CA,STF,00000104,DEER,USF,8,1,,1,20090305,10,12.59058666,1984/09/18 00:00:00+00,1984/09/19 00:00:00+00
16010,1984,CA,STF,00000023,PAPER,USF,6,1,,1,20090305,50,48.91867828,1984/07/05 00:00:00+00,1984/07/07 00:00:00+00
16011,1984,CA,STF,00000069,SPRING,USF,6,2,,1,20090305,65,86.32666779,1984/08/24 00:00:00+00,1984/08/25 00:00:00+00
16012,1993,CA,STF,00000002,MCKAY,USF,8,5,,1,20090305,40,18.36963272,1993/05/10 00:00:00+00,1993/05/11 00:00:00+00
16013,2000,CA,STF,00000028,ARNOT,USF,8,1,,2,20090305,780,222.27740479,2000/06/28 00:00:00+00,2000/08/02 00:00:00+00
16014,2001,CA,STF,00000048,WHITE,USF,8,2,,1,20090305,185,184.75402832,2001/08/19 00:00:00+00,2001/08/23 00:00:00+00
16015,1987,CA,STF,00000226,PAPER,USF,8,1,,1,Stanislaus Complex,52947,45020.3046875,1987/08/31 00:00:00+00,1987/10/12 00:00:00+00
16016,1990,CA,STF,00000133,ROUND,USF,8,2,,1,20090305,75,20.65621948,1990/09/13 00:00:00+00,1990/09/14 00:00:00+00
16017,1990,CA,STF,00000106,FLY,USF,6,1,,1,20090305,15,14.02977753,1990/08/09 00:00:00+00,1990/08/15 00:00:00+00
16018,1990,CA,STF,00000128,PI,USF,6,1,,1,20090305,10,12.4063015,1990/08/19 00:00:00+00,1990/08/29 00:00:00+00
16019,2003,CA,STF,00000097,MUDD,USF,2,1,,2,20090305,4102,4336.84423828,2003/08/31 00:00:00+00,2003/10/27 00:00:00+00
16020,2003,CA,STF,00000096,WHIT,USF,2,1,,2,20090305,1014,1003.49005127,2003/08/31 00:00:00+00,2003/10/27 00:00:00+00
16021,2003,CA,STF,00000060,BURGSON,USF,6,1,,1,20090305,15,19.18328094,2003/07/29 00:00:00+00,2003/08/26 00:00:00+00
16022,2003,CA,STF,00000024,BOX,USF,2,1,,2,20090305,1031,1569.07141113,2003/07/19 00:00:00+00,2003/12/31 00:00:00+00
16023,2003,CA,STF,00000026,MOUNTAIN,USF,2,1,,2,20090305,3090,2632.77319336,2003/07/20 00:00:00+00,2003/12/31 00:00:00+00
16024,2003,CA,STF,00000043,MERCED,USF,2,7,,1,20090305,58,57.42621231,2003/07/28 00:00:00+00,2003/08/30 00:00:00+00
16025,1974,CA,STF,00000088,JENKINS,USF,6,7,,1,20090305,10,6.25826788,1974/09/24 00:00:00+00,1974/09/24 00:00:00+00
16026,1974,CA,STF,00000019,HASLOE,USF,6,4,,1,20090305,120,137.24745178,1974/07/20 00:00:00+00,1974/07/21 00:00:00+00
16027,2002,CA,STF,00000041,RALPH,USF,8,3,,1,20090305,14,13.98685646,2002/09/12 00:00:00+00,2002/09/13 00:00:00+00
16028,1999,CA,STF,00000057,PILOT,USF,8,2,,1,20090305,4028,3994.68945313,1999/08/23 00:00:00+00,1999/08/30 00:00:00+00
16029,1999,CA,STF,00000044,HIRAM,USF,8,1,,2,20090305,2843,2750.98388672,1999/08/10 00:00:00+00,1999/08/10 00:00:00+00
16030,1977,CA,STF,00000009,SOURGRASS,USF,6,3,,1,20090305,145,66.26605988,1977/04/23 00:00:00+00,1977/04/25 00:00:00+00
16031,1977,CA,STF,00000003,SONNET ,USF,6,4,,1,20090305,560,631.81658936,1977/02/18 00:00:00+00,1977/02/21 00:00:00+00
16032,1977,CA,STF,00000075,BOWER ,USF,8,7,,1,20090305,30,20.38499069,1977/09/06 00:00:00+00,1977/09/07 00:00:00+00
16033,1980,CA,STF,00000113,RIVERSIDE,USF,6,7,,1,20090305,63,28.50604248,1980/10/09 00:00:00+00,1980/10/10 00:00:00+00
16034,1980,CA,STF,00000099,MURPHY,USF,6,9,,1,20090305,60,40.60748672,1980/09/20 00:00:00+00,1980/09/22 00:00:00+00
16035,1979,CA,STF,00000023,RAMSEY,USF,6,3,,1,20090305,245,195.69329834,1979/08/04 00:00:00+00,1979/08/07 00:00:00+00
16036,1981,CA,STF,00000065,BUCHANAN,USF,6,2,,1,20090305,900,860.05767822,1981/08/08 00:00:00+00,1981/08/11 00:00:00+00
16037,1981,CA,STF,00000003,DAVIDSON,USF,8,5,,1,20090305,10,8.4601059,1981/01/21 00:00:00+00,1981/01/22 00:00:00+00
16038,1987,CA,STF,00000194,MOORE,USF,8,1,,1,20090305,20,23.30925179,1987/08/31 00:00:00+00,1987/08/31 00:00:00+00
16039,1987,CA,STF,00000181,RIVER II,USF,8,1,,1,20090305,565,701.40704346,1987/08/30 00:00:00+00,1987/09/04 00:00:00+00
16040,1987,CA,STF,00000156,EVER,USF,8,2,,1,20090305,550,519.28155518,1987/08/28 00:00:00+00,1987/08/29 00:00:00+00
16041,1987,CA,STF,00000026,CALF,USF,8,1,,1,20090305,4929,4929.29296875,1987/05/08 00:00:00+00,1987/05/08 00:00:00+00
16042,1997,CA,STF,00000041,NORTH SHORE,USF,2,9,,1,20090305,18,9.99866486,1997/08/06 00:00:00+00,1997/08/07 00:00:00+00
16043,1997,CA,STF,00000060,LYONS,USF,8,3,,1,20090305,12,9.67496109,1997/10/05 00:00:00+00,1997/10/06 00:00:00+00
16044,1987,CA,STF,00000237,JARREL,USF,8,1,,1,20090305,1749,1813.50549316,1987/09/03 00:00:00+00,1987/09/12 00:00:00+00
16045,1987,CA,STF,00000215,LARSON,USF,8,1,00000215,1,Stanislaus Complex,48300,48086.9609375,1987/08/30 00:00:00+00,1987/09/10 00:00:00+00
16046,1992,CA,STF,00000087,RUBY,USF,8,3,,1,20090305,3460,3872.95922852,1992/09/07 00:00:00+00,1992/09/09 00:00:00+00
16047,2000,CA,STF,00000002,CAMP,USF,6,5,,1,20090305,60,41.44329834,2000/01/04 00:00:00+00,2000/01/11 00:00:00+00
16048,1991,CA,STF,00000003,MOORE,USF,8,5,,1,20090305,100,58.84504318,1991/01/20 00:00:00+00,1991/01/23 00:00:00+00
16049,1991,CA,STF,00000061,EIGHT,USF,6,2,,1,20090305,25,17.92004776,1991/09/04 00:00:00+00,1991/09/05 00:00:00+00
16050,2006,CA,STF,00000040,LUMSDEN,USF,1,3,,1,20090305,13,11.63747501,2006/08/11 00:00:00+00,2006/08/12 00:00:00+00
16051,2006,CA,STF,00000056,STONE,USF,1,7,,1,20090305,25,25.01275444,2006/09/24 00:00:00+00,2006/09/25 00:00:00+00
16052,2006,CA,STF,00000046,SAND FLAT,USF,6,8,,1,20090305,177,177.77685547,2006/09/03 00:00:00+00,2006/09/07 00:00:00+00
16053,1984,CA,LNF,00000063,BADGER,USF,8,1,00000000,1,,1971,1112.77258301,1984/07/18 00:00:00+00,1970/01/01 00:00:00+00
16054,1990,CA,SNF,00000209,SAVAGE,USF,,9,00000000,,,1770,1942.03845215,1990/08/30 00:00:00+00,1990/09/02 00:00:00+00
16055,2003,CA,BTU,00010478,SEVENTY,CDF,2,10,00006701,1,,386,608.42938232,2003/06/24 00:00:00+00,2003/06/24 00:00:00+00
16056,2008,CA,BDU,,SPRINGS,CDF,1,14,002476,1,,84,87.27866364,2008/03/02 00:00:00+00,2008/03/05 00:00:00+00
16057,2008,CA,BDU,,BLUFF,CDF,1,4,002993,1,Fire Cause: Blown over camp stove.,680,766.73101807,2008/03/16 00:00:00+00,2008/03/20 00:00:00+00
16058,2008,CA,BDU,,GARNET,CDF,1,2,009873,1,,118,119.09690094,2008/09/06 00:00:00+00,2008/09/07 00:00:00+00
16059,2008,CA,BDU,,FOXBOROUGH,CDF,2,8,011764,1,Fire Cause: Playing with Fireworks.,324,324.43460083,2008/10/22 00:00:00+00,2008/10/22 00:00:00+00
16060,2008,CA,BDU,,EMERALD,CDF,1,6,010136,1,,65,61.33983612,2008/09/12 00:00:00+00,2008/09/12 00:00:00+00
16061,2008,CA,BEU,,HIGHWAY_198,CDF,1,10,003906,1,,103,102.60334778,2008/10/17 00:00:00+00,2008/10/17 00:00:00+00
16062,2008,CA,BEU,,BROWN,CDF,2,1,002390,1,,3787,3786.91503906,2008/06/22 00:00:00+00,2008/06/25 00:00:00+00
16063,2008,CA,BEU,,SARGEANTS,CDF,1,1,002373,1,,20,19.55886078,2008/06/21 00:00:00+00,2008/06/21 00:00:00+00
16064,2008,CA,BEU,,THOMPSON_CYN,CDF,1,14,002314,1,,102,101.78469849,2008/06/18 00:00:00+00,2008/06/18 00:00:00+00
16065,2008,CA,BEU,,SAN_JUAN_GRADE,CDF,5,1,002358,1,,20,21.6150856,2008/06/20 00:00:00+00,2008/06/20 00:00:00+00
16066,2008,CA,BEU,,COTTONWOOD,CDF,6,2,003008,1,,400,402.39526367,2008/08/07 00:00:00+00,2008/08/07 00:00:00+00
16067,2008,CA,CDD,,CARRIZO,BLM,6,10,006747,1, ,45,46.81315994,2008/06/19 00:00:00+00,2008/06/19 00:00:00+00
16068,2008,CA,CDD,,MOUNTAIN,BLM,2,1,006935,1, ,53,52.84164429,2008/06/23 00:00:00+00,2008/06/23 00:00:00+00
16069,2008,CA,CDD,,ACOMA,BLM,1,9,006343,1, ,356,356.72052002,2008/06/07 00:00:00+00,2008/06/07 00:00:00+00
16070,2008,CA,CDD,,BORDER 15,BLM,6,19,008305,1,Hand drawn from 3313s map,20,20.17847252,2008/08/06 00:00:00+00,2008/08/06 00:00:00+00
16071,2008,CA,CDD,,LAKE,BLM,6,14,006234,1, ,146,146.2467804,2008/06/03 00:00:00+00,2008/06/03 00:00:00+00
16072,2008,NV,NOD,,MASSACRE,BLM,1,1,,1, ,17,17.40460014,2008/07/21 00:00:00+00,2008/07/21 00:00:00+00
16073,2008,CA,NOD,,PAINTERS,BLM,1,1,,1, ,15,14.70554256,2008/06/21 00:00:00+00,2008/06/22 00:00:00+00
16074,2008,CA,BTU,,BTU LIGHTNING COMPLEX,CDF,2,1,007660,1,CAL FIRE Team 9,,53699.33203125,2008/07/02 00:00:00+00,2008/07/24 00:00:00+00
16075,2008,CA,CZU,,CASTLE,CDF,1,14,006587,1,No structures destroyed or damaged,20,19.17148399,2008/07/14 00:00:00+00,2008/07/21 00:00:00+00
16076,2008,CA,CZU,,TRABING,CDF,1,10,005581,1,75 structures destroyed,590,594.26446533,2008/06/20 00:00:00+00,2008/06/22 00:00:00+00
16077,2008,CA,CZU,,MARTIN,CDF,1,4,005238,1,11 structures destroyed,520,482.79040527,2008/06/11 00:00:00+00,2008/06/16 00:00:00+00
16078,2008,CA,CZU,,QUARRY,CDF,1,4,005708,1,No structures destroyed or damaged,210,210.60673523,2008/06/22 00:00:00+00,2008/06/22 00:00:00+00
16079,2008,CA,HUU,,PARADISE,CDF,2,1,003423,1,,1076,1071.64953613,2008/06/21 00:00:00+00,2008/08/01 00:00:00+00
16080,2008,CA,HUU,,HIGH,CDF,1,1,003395,1,,20,28.82494164,2008/06/20 00:00:00+00,2008/06/22 00:00:00+00
16081,2008,CA,HUU,,LARABEE 3,CDF,1,1,003405,1,,2,28.75349808,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00
16082,2008,CA,HUU,,REDCREST 2,CDF,1,1,003396,1,,30,30.04971886,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00
16083,2008,CA,HUU,,IAQUA,CDF,1,1,004070,1,,15,41.50761414,2008/07/12 00:00:00+00,2008/07/14 00:00:00+00
16084,2008,CA,HUU,,BAY,CDF,1,9,006314,1,,78.4,56.64527893,2008/10/09 00:00:00+00,2008/06/12 00:00:00+00
16085,2008,CA,HUU,,STEWART,CDF,6,11,004969,1,,80,169.04483032,2008/08/15 00:00:00+00,2008/08/16 00:00:00+00
16086,2008,CA,HUU,,CARSON,CDF,6,1,003450,1,,55,65.41240692,2008/06/21 00:00:00+00,2008/07/04 00:00:00+00
16087,2008,CA,HUU,,COLONY,CDF,2,7,005560,1,,2,154.66192627,2008/09/07 00:00:00+00,2008/09/08 00:00:00+00
16088,2008,CA,KRN,0812012,TULE,CCO,8,7,,1,,14.8,14.75790882,2008/04/21 00:00:00+00,2008/04/21 00:00:00+00
16089,2008,CA,KRN,0816886,GRAPEVINE-08,CCO,8,1,,1,,527,527.18414307,2008/06/06 00:00:00+00,2008/06/07 00:00:00+00
16090,2008,CA,KRN,0823824,SILVER QUEEN,CCO,8,14,,1,,,42.95287323,2008/07/31 00:00:00+00,2008/07/31 00:00:00+00
16091,2008,CA,KRN,0828299,RANCHERIA,CCO,8,1,,1,,24,24.80937386,2008/09/08 00:00:00+00,2008/09/09 00:00:00+00
16092,2008,CA,KRN,0827441,COPUS,CCO,8,,,1,,,31.72547722,2008/09/01 00:00:00+00,2008/09/01 00:00:00+00
16093,2008,CA,KRN,0821569,SODA,CCO,8,3,,1,,1,46.29404831,2008/07/10 00:00:00+00,2008/07/10 00:00:00+00
16094,2008,CA,LAC,193741,LOST,CCO,7,8,193741,1,Fire started on an established trail. Presume human caused. ,,167.12120056,2008/08/26 00:00:00+00,2008/08/26 00:00:00+00
16095,2008,CA,LAC,202679,D,CCO,7,,202679,,,,64.27667236,2008/09/06 00:00:00+00,1970/01/01 00:00:00+00
16096,2008,CA,LAC,231953,SESNON,CCO,7,,231953,,,,14701.30761719,2008/10/13 00:00:00+00,1970/01/01 00:00:00+00
16097,2008,CA,LAC,110146,STORRS,CCO,7,,110146,,,,81.80361938,2008/05/16 00:00:00+00,1970/01/01 00:00:00+00
16098,2008,CA,LMU,,CORRAL FIRE,CDF,2,1,002759,,,,12434.2890625,2008/06/23 00:00:00+00,2008/07/21 00:00:00+00
16099,2008,CA,LMU,,LOOKOUT FIRE,CDF,1,14,003409,,Grass and brush mix with 1 structure and several outbuildings,,14.40442467,2008/07/28 00:00:00+00,2008/07/29 00:00:00+00
16100,2008,CA,LNU,,GEYSERS,CDF,7,5,003395,1,Occured during strong North Wind Event,288,289.55447388,2008/05/15 00:00:00+00,2008/05/17 00:00:00+00
16101,2008,CA,LNU,,TAR,CDF,1,11,003400,1,Occured during strong North Wind Event,83,56.55867004,2008/05/15 00:00:00+00,2008/05/16 00:00:00+00
16102,2008,CA,LNU,,CLOVERDALE,CDF,1,5,004034,1,,17,17.30682182,2008/05/31 00:00:00+00,2008/06/01 00:00:00+00
16103,2008,CA,LNU,,PINE,CDF,7,14,004321,1,Fire burned into and around fire from 10 days prior,989,815.34423828,2008/06/10 00:00:00+00,2008/06/11 00:00:00+00
16104,2008,CA,LNU,,85,LRA,2,2,004180,1,Treated as a SRA incident,322,319.56448364,2008/06/05 00:00:00+00,2008/06/05 00:00:00+00
16105,2008,CA,LNU,,NIESTRATH,CDF,1,11,004603,1,,2.8,3.16026497,2008/06/17 00:00:00+00,2008/06/17 00:00:00+00
16106,2008,CA,LNU,,KELLY,CDF,5,14,004691,1,,23,32.61574554,2008/06/19 00:00:00+00,2008/06/19 00:00:00+00
16107,2008,CA,LNU,,20,CDF,2,10,004633,1,,50,47.91380692,2008/06/18 00:00:00+00,2008/06/19 00:00:00+00
16108,2008,CA,LNU,,INDIAN,CDF,1,7,002275,1,Walker fire in same summer absorbed this fire.,32,27.1542778,2008/04/03 00:00:00+00,2008/04/03 00:00:00+00
16109,2008,CA,LNU,,WALKER,CDF,7,10,004843,1,Late detection due to smoke from lightning fires,15000,11172.99707031,2008/06/22 00:00:00+00,2008/07/05 00:00:00+00
16110,2008,CA,LNU,,AETNA,CDF,7,11,006598,1,,49,76.70026398,2008/08/14 00:00:00+00,2008/08/14 00:00:00+00
16111,2008,CA,LNU,,CAPELL,CDF,5,14,006635,1,Started on BOR Lake Berryessa Property,110,110.40226746,2008/08/15 00:00:00+00,2008/08/15 00:00:00+00
16112,2008,CA,LNU,,RED,CDF,5,11,006732,1,,182,161.04656982,2008/08/18 00:00:00+00,2008/08/19 00:00:00+00
16113,2008,CA,LNU,,DEER,CDF,2,10,008342,1,Occured during strong North Wind Event,300,233.1020813,2008/10/10 00:00:00+00,2008/10/12 00:00:00+00
16114,2008,CA,LNU,,WILD,CDF,7,14,004790,1,,4200,4101.9765625,2008/06/21 00:00:00+00,2008/06/27 00:00:00+00
16115,2008,CA,MEU,,HARDY CREEK LIGHTNING,CDF,1,1,004973,1,Mendocino Lightning Complex,5354,5354.21630859,2008/06/21 00:00:00+00,2008/07/11 00:00:00+00
16116,2008,CA,MEU,,LOST PIPE,CDF,1,1,005136,1,Mendocino Lightning Complex,1187,1187.17102051,2008/07/04 00:00:00+00,2008/07/10 00:00:00+00
16117,2008,CA,MEU,,MIDDLE,CDF,1,1,004807,1,Mendocino Lightning Complex,2067,2067.14331055,2008/06/23 00:00:00+00,2008/07/15 00:00:00+00
16118,2008,CA,MEU,,BRUSHY 3 ,CDF,1,1,004669,1,Mendocino Lightning Complex,327,327.01641846,2008/06/21 00:00:00+00,2008/07/12 00:00:00+00
16119,2008,CA,MEU,,TABLE MTN,CDF,1,1,004608,1,Mendocino Lightning Complex,146,145.8782196,2008/06/20 00:00:00+00,2008/06/26 00:00:00+00
16120,2008,CA,MEU,,INDIAN,CDF,1,1,004884,1,Mendocino Lightning Complex,2096,2095.89355469,2008/06/26 00:00:00+00,2008/07/12 00:00:00+00
16121,2008,CA,MEU,,COWSHED  LIGHTNING,CDF,1,1,004655,1,Mendocino Lightning Complex,4466,4465.68066406,2008/06/21 00:00:00+00,2008/07/15 00:00:00+00
16122,2008,CA,MEU,,WILLIAMS,CDF,1,1,004682,1,Mendocino Lightning Complex,445,444.71322632,2008/06/21 00:00:00+00,2008/06/27 00:00:00+00
16123,2008,CA,MEU,,LOW GAP,CDF,1,1,005160,1,Mendocino Lightning Complex,1347,1347.43249512,2008/07/04 00:00:00+00,2008/07/15 00:00:00+00
16124,2008,CA,MEU,,HORSE,CDF,1,1,005164,1,Mendocino Lightning Complex,576,576.2855835,2008/06/28 00:00:00+00,2008/07/04 00:00:00+00
16125,2008,CA,MEU,,LINCOLN,CDF,1,1,004597,1,Mendocino Lightning Complex,20,20.35214233,2008/06/20 00:00:00+00,2008/06/22 00:00:00+00
16126,2008,CA,MEU,,BRUSHY 8,CDF,1,1,004688,1,Mendocino Lightning Complex,97,96.79557037,2008/06/21 00:00:00+00,2008/07/10 00:00:00+00
16127,2008,CA,MEU,,BRUSHY 5,CDF,1,1,005151,1,Mendocino Lightning Complex,92,91.51268005,2008/06/21 00:00:00+00,2008/06/25 00:00:00+00
16128,2008,CA,MEU,,BRUSHY 4,CDF,1,1,005150,1,Mendocino Lightning Complex,181,181.14537048,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16129,2008,CA,MEU,,RED MOUNTAIN LIGHTNING,CDF,1,1,004695,1,Mendocino Lightning Complex,7513,7513.30615234,2008/06/21 00:00:00+00,2008/08/01 00:00:00+00
16130,2008,CA,MEU,,JACKS,CDF,1,1,004608,1,Mendocino Lightning Complex,729,729.33514404,2008/06/20 00:00:00+00,2008/07/12 00:00:00+00
16131,2008,CA,MEU,,CLIFF RIDGE,CDF,1,1,004752,1,Mendocino Lightning Complex,4658,4657.56347656,2008/06/22 00:00:00+00,2008/07/12 00:00:00+00
16132,2008,CA,MEU,,NAVARRO,CDF,1,1,004657,1,Mendocino Lightning Complex,1853,1852.74023438,2008/06/21 00:00:00+00,2008/06/26 00:00:00+00
16133,2008,CA,MEU,,JACK SMITH,CDF,1,1,005155,1,Mendocino Lightning Complex,1538,1537.73425293,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16134,2008,CA,MEU,,ORR SERIES,CDF,1,1,005165,1,Mendocino Lightning Complex,3416,3416.33886719,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16135,2008,CA,MEU,,OSO,CDF,1,1,004673,1,Mendocino Lightning Complex,228,228.31329346,2008/06/21 00:00:00+00,2008/07/12 00:00:00+00
16136,2008,CA,MEU,,LITTLE JUAN CREEK (MRC),CDF,1,1,004941,1,Mendocino Lightning Complex,327,326.7026062,2008/06/27 00:00:00+00,2008/07/15 00:00:00+00
16137,2008,CA,MEU,,JAMESON,CDF,1,1,005152,1,Mendocino Lightning Complex,880,879.78222656,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16138,2008,CA,MEU,,BUTCH,CDF,1,1,005132,1,Mendocino Lightning Complex,2367,2367.23730469,2008/07/04 00:00:00+00,2008/07/04 00:00:00+00
16139,2008,CA,MEU,,SHAMROCK EAST,CDF,1,1,004691,1,Mendocino Lightning Complex,481,481.0017395,2008/06/21 00:00:00+00,2008/07/12 00:00:00+00
16140,2008,CA,MEU,,TRAVIS 1,CDF,1,1,005227,1,Mendocino Lightning Complex,1171,1171.23132324,2008/07/05 00:00:00+00,2008/07/05 00:00:00+00
16141,2008,CA,MEU,,SUGARLOAF,CDF,1,1,004696,1,Mendocino Lightning Complex,6928,6927.81640625,2008/06/21 00:00:00+00,2008/07/09 00:00:00+00
16142,2008,CA,MEU,,BURGER CREEK,CDF,1,1,005170,1,Mendocino Lightning Complex,452,451.64163208,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16143,2008,CA,MEU,,SHAMROCK,CDF,1,1,004608,1,Mendocino Lightning Complex,52,51.64262009,2008/06/20 00:00:00+00,2008/06/25 00:00:00+00
16144,2008,CA,MEU,,BRUSHY 1,CDF,1,1,004639,1,Mendocino Lightning Complex,391,391.3163147,2008/06/21 00:00:00+00,2008/06/26 00:00:00+00
16145,2008,CA,MEU,,BLUE SLIDE 1,CDF,1,1,005127,1,"Mendocino Lightning Complex, merged w/ Blue Slide 2 lightning inc_num 5145",186,186.12722778,2008/07/04 00:00:00+00,2008/07/14 00:00:00+00
16146,2008,CA,MEU,,TRAVIS 3,CDF,1,1,005147,1,Mendocino Lightning Complex,25,24.53875351,2008/07/04 00:00:00+00,2008/07/04 00:00:00+00
16147,2008,CA,MEU,,CASOOSE CREEK,CDF,1,1,005139,1,Mendocino Lightning Complex,371,370.97186279,2008/07/04 00:00:00+00,2008/07/04 00:00:00+00
16148,2008,CA,MEU,,MIDDLE OUTLET LIGHTNING,CDF,1,1,005180,1,Mendocino Lightning Complex,135,134.85676575,2008/07/04 00:00:00+00,2008/07/15 00:00:00+00
16149,2008,CA,MEU,,BRUSHY 2,CDF,1,1,005149,1,Mendocino Lightning Complex,10,9.9959898,2008/07/04 00:00:00+00,2008/07/08 00:00:00+00
16150,2008,CA,MEU,,MURPHY RIDGE,CDF,1,1,005130,1,Mendocino Lightning Complex,272,271.5574646,2008/07/04 00:00:00+00,2008/07/04 00:00:00+00
16151,2008,CA,MEU,,PANTHER BASIN,CDF,1,1,005143,1,Mendocino Lightning Complex,68,68.32463837,2008/07/04 00:00:00+00,2008/07/10 00:00:00+00
16152,2008,CA,MEU,,BRUSHY 6,CDF,1,1,004706,1,Mendocino Lightning Complex,31,30.52596664,2008/06/21 00:00:00+00,2008/07/10 00:00:00+00
16153,2008,CA,MEU,,BRUSHY 7,CDF,1,1,004689,1,Mendocino Lightning Complex,141,141.44372559,2008/06/21 00:00:00+00,2008/06/25 00:00:00+00
16154,2008,CA,MEU,,FOLSOM,CDF,1,1,004656,1,Mendocino Lightning Complex,91,90.5483551,2008/06/21 00:00:00+00,2008/07/08 00:00:00+00
16155,2008,CA,MEU,,RIDEOUT,CDF,1,1,004732,1,Mendocino Lightning Complex,26,25.64104462,2008/06/21 00:00:00+00,2008/07/08 00:00:00+00
16156,2008,CA,MEU,,1-21 PORK LIGHTNING,CDF,1,1,005129,1,Mendocino Lightning Complex,403,403.07937622,2008/07/04 00:00:00+00,2008/07/12 00:00:00+00
16157,2008,CA,MEU,,TWO ROCK,CDF,1,1,004602,1,Mendocino Lightning Complex,4,4.11196327,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00
16158,2008,CA,MEU,,5-12 WHIPPLE LIGHTNING,CDF,1,1,004658,1,Mendocino Lightning Complex,12,11.75384331,2008/06/21 00:00:00+00,2008/06/30 00:00:00+00
16159,2008,CA,MEU,,SHAMROCK WEST,CDF,1,1,004699,1,Mendocino Lightning Complex,46,45.76768875,2008/06/21 00:00:00+00,2008/07/12 00:00:00+00
16160,2008,CA,MEU,,BLUE NOSE,CDF,1,1,005144,1,Mendocino Lightning Complex,51,50.6206398,2008/07/04 00:00:00+00,2008/07/04 00:00:00+00
16161,2008,CA,MEU,,1-11 RAY SPRINGS LIGHTNING,CDF,1,1,005224,1,Mendocino Lightning Complex,0,0.17726505,2008/06/26 00:00:00+00,2008/07/05 00:00:00+00
16162,2008,CA,MEU,,RIVER 2,CDF,1,1,004608,1,Mendocino Lightning Complex,6,6.00767231,2008/06/20 00:00:00+00,2008/07/06 00:00:00+00
16163,2008,CA,MEU,,RIVER 1,CDF,1,1,005184,1,Mendocino Lightning Complex,1,0.83348203,2008/07/04 00:00:00+00,2008/07/06 00:00:00+00
16164,2008,CA,MEU,,LEONARD LAKE,CDF,1,1,005161,1,Mendocino Lightning Complex,0,0.1475583,2008/06/27 00:00:00+00,2008/07/04 00:00:00+00
16165,2008,CA,MEU,,RED HILL,CDF,1,1,004608,1,Mendocino Lightning Complex,42,42.38305664,2008/06/20 00:00:00+00,2008/07/15 00:00:00+00
16166,2008,CA,MEU,,BURNS FLAT,CDF,1,1,004608,1,Mendocino Lightning Complex,29,28.97026634,2008/06/20 00:00:00+00,2008/06/30 00:00:00+00
16167,2008,CA,MEU,,BELL SPRINGS,CDF,1,1,005169,1,Mendocino Lightning Complex,90,89.97192383,2008/07/04 00:00:00+00,2008/07/09 00:00:00+00
16168,2008,CA,MEU,,NORTHFORK CAMP,CDF,1,1,004704,1,Mendocino Lightning Complex,9,8.51249027,2008/06/21 00:00:00+00,2008/07/06 00:00:00+00
16169,2008,CA,MEU,,ALBION RIVER,CDF,1,1,004607,1,Mendocino Lightning Complex,2,2.10112858,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00
16170,2008,CA,MEU,,5-10 CAVANAUGH LIGHTNING,CDF,1,1,004652,1,Mendocino Lightning Complex,24,23.62899971,2008/06/21 00:00:00+00,2008/07/09 00:00:00+00
16171,2008,CA,MEU,,4 MILE,CDF,1,1,004608,1,Mendocino Lightning Complex,6,6.25834942,2008/06/20 00:00:00+00,2008/07/19 00:00:00+00
16172,2008,CA,MEU,,RUNNING SPRINGS,CDF,1,1,004608,1,Mendocino Lightning Complex,12,11.79020214,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00
16173,2008,CA,MEU,,ARCHER,CDF,1,1,004608,1,Mendocino Lightning Complex,8,7.7443037,2008/06/20 00:00:00+00,2008/07/09 00:00:00+00
